Date,salaire_mensuel,taux_cotisation,cotisations,CAC40_Norm,SP500_Norm,WGBI_Norm,CAC40_50/50,CAC40_75/25,SNP500_50/50,SNP500_75/25
1985-01-01,1156.0,15.0,173.4,1.0,1.0,1.0,173.4,173.4,173.4,173.4
1985-02-01,1156.0,15.0,173.4,1.04097772430945,1.0743421540756253,1.0235623791293365,352.3956269681428,353.1505821817007,355.2883230288702,357.48962627279184
1985-03-01,1156.0,15.0,173.4,1.0269723608884167,1.083612416164497,0.9832991277578244,516.4940669438716,519.5141862671908,523.2332949748401,529.6875627222223
1985-04-01,1156.0,15.0,173.4,1.0412410780742996,1.0805024339685474,1.0019526779018826,698.38118424141,700.791614214996,700.8454167794321,704.4594974191357
1985-05-01,1156.0,15.0,173.4,1.053342778914395,1.0755383080941214,1.0250878162371238,883.9024389981987,884.3455932431262,880.7267564852954,879.4986380684588
1985-06-01,1156.0,15.0,173.4,1.0738831565053872,1.133672287747913,1.030164384102301,1068.109254930763,1071.7741609882225,1080.109683921289,1089.6409003897056
1985-07-01,1156.0,15.0,173.4,1.0150421142353927,1.1474282871123735,0.9878103169278131,1190.2898536048963,1190.1138458180835,1237.8589624005435,1261.7573471352919
1985-08-01,1156.0,15.0,173.4,1.0421351531597272,1.1418660385983488,1.0023207167383668,1388.3175466382233,1391.7088581647406,1417.3503929037083,1435.2036298588375
1985-09-01,1156.0,15.0,173.4,1.0923767831361795,1.1281699062542694,1.0000690689505467,1593.6237549108357,1614.648270230569,1580.6581833828247,1594.886675696689
1985-10-01,1156.0,15.0,173.4,1.053725691990844,1.0888756033587224,0.9906056360263649,1731.2904529049824,1741.3807086664183,1719.0522096976472,1722.8510795361603
1985-11-01,1156.0,15.0,173.4,1.1205487455051073,1.135287145866269,0.9884566049650708,1957.708257751872,1996.659796631683,1927.2234391249667,1950.3919694567992
1985-12-01,1156.0,15.0,173.4,1.1727114983111429,1.2091507288216536,0.9934453565931248,2181.6152611350135,2242.2890882104134,2168.180905676339,2221.424579037861
1986-01-01,1181.8097395306847,15.181864282886297,179.42075073748057,1.1571991885910546,1.2636363793995757,0.992510952362158,2345.5811241072415,2398.937287814678,2395.4322923331333,2475.3978395341355
1986-02-01,1181.8097395306847,15.181864282886297,179.42075073748057,1.1729985051319523,1.266626810076167,0.9916525239767928,2539.9997081833835,2602.403961202041,2576.6515601515102,2658.676917277233
1986-03-01,1181.8097395306847,15.181864282886297,179.42075073748057,1.2628449860489588,1.3571770473129245,1.073989619923432,2922.145139996448,2985.343682224176,2955.143724152804,3035.8354510375334
1986-04-01,1181.8097395306847,15.181864282886297,179.42075073748057,1.363689585213593,1.4288277407710561,1.044192287958322,3177.703206732998,3322.853862089639,3171.5767526893233,3314.4044839712456
1986-05-01,1181.8097395306847,15.181864282886297,179.42075073748057,1.3428601063863044,1.4086124914545761,1.0638789122626988,3362.810604067293,3479.8705882823388,3358.4591313098585,3474.277738045168
