Date,SP500_PR
1992-01-01,417.0299987792969
1992-02-01,408.7900085449219
1992-03-01,412.67999267578125
1992-04-01,403.6700134277344
1992-05-01,414.95001220703125
1992-06-01,415.3500061035156
1992-07-01,408.20001220703125
1992-08-01,424.19000244140625
1992-09-01,414.0299987792969
1992-10-01,417.79998779296875
1992-11-01,418.6600036621094
1992-12-01,431.3500061035156
1993-01-01,435.70001220703125
1993-02-01,438.7799987792969
1993-03-01,443.3800048828125
1993-04-01,451.6700134277344
1993-05-01,440.19000244140625
1993-06-01,450.2300109863281
1993-07-01,450.5400085449219
1993-08-01,448.1300048828125
1993-09-01,463.54998779296875
1993-10-01,458.92999267578125
1993-11-01,467.8299865722656
1993-12-01,461.92999267578125
1994-01-01,466.510009765625
1994-02-01,481.6000061035156
1994-03-01,467.19000244140625
1994-04-01,445.6600036621094
1994-05-01,450.9100036621094
1994-06-01,456.5
1994-07-01,444.2699890136719
1994-08-01,458.2799987792969
1994-09-01,475.489990234375
1994-10-01,462.69000244140625
1994-11-01,472.260009765625
1994-12-01,453.54998779296875
1995-01-01,459.2099914550781
1995-02-01,470.4200134277344
1995-03-01,487.3900146484375
1995-04-01,500.70001220703125
1995-05-01,514.760009765625
1995-06-01,533.4000244140625
1995-07-01,544.75
1995-08-01,562.0599975585938
1995-09-01,561.8800048828125
1995-10-01,584.4099731445312
1995-11-01,581.5
1995-12-01,605.3699951171875
1996-01-01,615.9299926757812
1996-02-01,636.02001953125
1996-03-01,640.4299926757812
1996-04-01,645.5
1996-05-01,654.1699829101562
1996-06-01,669.1199951171875
1996-07-01,670.6300048828125
1996-08-01,639.9500122070312
1996-09-01,651.989990234375
1996-10-01,687.3099975585938
1996-11-01,705.27001953125
1996-12-01,757.02001953125
1997-01-01,740.739990234375
1997-02-01,786.1599731445312
1997-03-01,790.8200073242188
1997-04-01,757.1199951171875
1997-05-01,801.3400268554688
1997-06-01,848.280029296875
1997-07-01,885.1400146484375
1997-08-01,954.2899780273438
1997-09-01,899.469970703125
1997-10-01,947.280029296875
1997-11-01,914.6199951171875
1997-12-01,955.4000244140625
1998-01-01,970.4299926757812
1998-02-01,980.280029296875
1998-03-01,1049.3399658203125
1998-04-01,1101.75
1998-05-01,1111.75
1998-06-01,1090.8199462890625
1998-07-01,1133.8399658203125
1998-08-01,1120.6700439453125
1998-09-01,957.280029296875
1998-10-01,1017.010009765625
1998-11-01,1098.6700439453125
1998-12-01,1163.6300048828125
1999-01-01,1229.22998046875
1999-02-01,1279.6400146484375
1999-03-01,1238.3299560546875
1999-04-01,1286.3699951171875
1999-05-01,1335.1800537109375
1999-06-01,1301.8399658203125
1999-07-01,1372.7099609375
1999-08-01,1328.719970703125
1999-09-01,1320.4100341796875
1999-10-01,1282.7099609375
1999-11-01,1362.9300537109375
1999-12-01,1388.9100341796875
2000-01-01,1469.25
2000-02-01,1394.4599609375
2000-03-01,1366.4200439453125
2000-04-01,1498.5799560546875
2000-05-01,1452.4300537109375
2000-06-01,1420.5999755859375
2000-07-01,1454.5999755859375
2000-08-01,1430.8299560546875
2000-09-01,1517.6800537109375
2000-10-01,1436.52001953125
2000-11-01,1429.4000244140625
2000-12-01,1314.949951171875
2001-01-01,1320.280029296875
2001-02-01,1366.010009765625
2001-03-01,1239.93994140625
2001-04-01,1160.3299560546875
2001-05-01,1249.4599609375
2001-06-01,1255.8199462890625
2001-07-01,1224.4200439453125
2001-08-01,1211.22998046875
2001-09-01,1133.5799560546875
2001-10-01,1040.93994140625
2001-11-01,1059.780029296875
2001-12-01,1139.449951171875
2002-01-01,1148.0799560546875
2002-02-01,1130.199951171875
2002-03-01,1106.72998046875
2002-04-01,1147.3900146484375
2002-05-01,1076.9200439453125
2002-06-01,1067.1400146484375
2002-07-01,989.8200073242188
2002-08-01,911.6199951171875
2002-09-01,916.0700073242188
2002-10-01,815.280029296875
2002-11-01,885.760009765625
2002-12-01,936.3099975585938
2003-01-01,879.8200073242188
2003-02-01,855.7000122070312
2003-03-01,841.1500244140625
2003-04-01,848.1799926757812
2003-05-01,916.9199829101562
2003-06-01,963.5900268554688
2003-07-01,974.5
2003-08-01,990.3099975585938
2003-09-01,1008.010009765625
2003-10-01,995.969970703125
2003-11-01,1050.7099609375
2003-12-01,1058.199951171875
2004-01-01,1111.9200439453125
2004-02-01,1131.1300048828125
2004-03-01,1144.93994140625
2004-04-01,1126.2099609375
2004-05-01,1107.300048828125
2004-06-01,1120.6800537109375
2004-07-01,1140.8399658203125
2004-08-01,1101.719970703125
2004-09-01,1104.239990234375
2004-10-01,1114.5799560546875
2004-11-01,1130.199951171875
2004-12-01,1173.780029296875
2005-01-01,1211.9200439453125
2005-02-01,1181.27001953125
2005-03-01,1203.5999755859375
2005-04-01,1180.5899658203125
2005-05-01,1156.8499755859375
2005-06-01,1191.5
2005-07-01,1191.3299560546875
2005-08-01,1234.1800537109375
2005-09-01,1220.3299560546875
2005-10-01,1228.81005859375
2005-11-01,1207.010009765625
2005-12-01,1249.47998046875
2006-01-01,1248.2900390625
2006-02-01,1280.0799560546875
2006-03-01,1280.6600341796875
2006-04-01,1302.8800048828125
2006-05-01,1310.6099853515625
2006-06-01,1270.050048828125
2006-07-01,1270.06005859375
2006-08-01,1278.530029296875
2006-09-01,1303.800048828125
2006-10-01,1335.8199462890625
2006-11-01,1377.760009765625
2006-12-01,1400.6300048828125
2007-01-01,1418.030029296875
2007-02-01,1437.9000244140625
2007-03-01,1406.800048828125
2007-04-01,1420.8299560546875
2007-05-01,1482.3699951171875
2007-06-01,1530.6199951171875
2007-07-01,1504.6600341796875
2007-08-01,1455.1800537109375
2007-09-01,1473.9599609375
2007-10-01,1527.2900390625
2007-11-01,1545.7900390625
2007-12-01,1479.6300048828125
2008-01-01,1467.969970703125
2008-02-01,1378.5999755859375
2008-03-01,1330.449951171875
2008-04-01,1326.4100341796875
2008-05-01,1385.969970703125
2008-06-01,1399.6199951171875
2008-07-01,1276.68994140625
2008-08-01,1269.4200439453125
2008-09-01,1287.8299560546875
2008-10-01,1164.1700439453125
2008-11-01,968.6699829101562
2008-12-01,888.6099853515625
2009-01-01,902.989990234375
2009-02-01,823.0900268554688
2009-03-01,729.5700073242188
2009-04-01,793.5900268554688
2009-05-01,872.739990234375
2009-06-01,923.260009765625
2009-07-01,920.8200073242188
2009-08-01,990.219970703125
2009-09-01,1019.52001953125
2009-10-01,1054.9100341796875
2009-11-01,1036.1800537109375
2009-12-01,1098.8900146484375
2010-01-01,1116.56005859375
2010-02-01,1073.8900146484375
2010-03-01,1105.3599853515625
2010-04-01,1171.22998046875
2010-05-01,1188.5799560546875
2010-06-01,1087.300048828125
2010-07-01,1031.0999755859375
2010-08-01,1107.530029296875
2010-09-01,1049.719970703125
2010-10-01,1143.489990234375
2010-11-01,1185.7099609375
2010-12-01,1186.5999755859375
2011-01-01,1257.6199951171875
2011-02-01,1289.1400146484375
2011-03-01,1328.6400146484375
2011-04-01,1329.47998046875
2011-05-01,1365.2099609375
2011-06-01,1345.199951171875
2011-07-01,1320.6400146484375
2011-08-01,1292.5899658203125
2011-09-01,1219.1199951171875
2011-10-01,1131.2099609375
2011-11-01,1251.0
2011-12-01,1246.9100341796875
2012-01-01,1258.8599853515625
2012-02-01,1312.449951171875
2012-03-01,1365.9000244140625
2012-04-01,1408.469970703125
2012-05-01,1397.8599853515625
2012-06-01,1309.8699951171875
2012-07-01,1362.3299560546875
2012-08-01,1379.3199462890625
2012-09-01,1406.5400390625
2012-10-01,1440.9000244140625
2012-11-01,1412.199951171875
2012-12-01,1416.3399658203125
2013-01-01,1426.18994140625
2013-02-01,1498.1099853515625
2013-03-01,1514.6800537109375
2013-04-01,1569.1800537109375
2013-05-01,1597.550048828125
2013-06-01,1631.7099609375
2013-07-01,1609.780029296875
2013-08-01,1689.4200439453125
2013-09-01,1635.949951171875
2013-10-01,1682.4100341796875
2013-11-01,1758.699951171875
2013-12-01,1806.550048828125
2014-01-01,1845.8599853515625
2014-02-01,1782.6800537109375
2014-03-01,1857.6800537109375
2014-04-01,1873.9599609375
2014-05-01,1884.3900146484375
2014-06-01,1923.8699951171875
2014-07-01,1962.2900390625
2014-08-01,1929.800048828125
2014-09-01,2004.0699462890625
2014-10-01,1971.43994140625
2014-11-01,2018.2099609375
2014-12-01,2065.780029296875
2015-01-01,2058.89990234375
2015-02-01,1996.6700439453125
2015-03-01,2105.22998046875
2015-04-01,2067.6298828125
2015-05-01,2087.3798828125
2015-06-01,2108.639892578125
2015-07-01,2067.0
2015-08-01,2104.489990234375
2015-09-01,1970.0899658203125
2015-10-01,1919.6500244140625
2015-11-01,2080.760009765625
2015-12-01,2082.929931640625
2016-01-01,2038.199951171875
2016-02-01,1936.93994140625
2016-03-01,1937.0899658203125
2016-04-01,2056.6201171875
2016-05-01,2067.169921875
2016-06-01,2093.93994140625
2016-07-01,2099.340087890625
2016-08-01,2173.14990234375
2016-09-01,2171.330078125
2016-10-01,2164.330078125
2016-11-01,2128.679931640625
2016-12-01,2200.169921875
2017-01-01,2251.570068359375
2017-02-01,2285.590087890625
2017-03-01,2380.1298828125
2017-04-01,2362.340087890625
2017-05-01,2388.5
2017-06-01,2415.64990234375
2017-07-01,2431.389892578125
2017-08-01,2477.10009765625
2017-09-01,2474.419921875
2017-10-01,2521.199951171875
2017-11-01,2583.2099609375
2017-12-01,2645.10009765625
2018-01-01,2683.72998046875
2018-02-01,2816.449951171875
2018-03-01,2715.219970703125
2018-04-01,2633.449951171875
2018-05-01,2642.9599609375
2018-06-01,2718.699951171875
2018-07-01,2704.949951171875
2018-08-01,2821.169921875
2018-09-01,2896.9599609375
2018-10-01,2926.2900390625
2018-11-01,2717.580078125
2018-12-01,2790.5
2019-01-01,2476.9599609375
2019-02-01,2702.320068359375
2019-03-01,2798.219970703125
2019-04-01,2848.6298828125
2019-05-01,2952.330078125
2019-06-01,2751.530029296875
2019-07-01,2971.409912109375
2019-08-01,2980.320068359375
2019-09-01,2909.010009765625
2019-10-01,2983.68994140625
2019-11-01,3050.719970703125
2019-12-01,3143.85009765625
2020-01-01,3244.669921875
2020-02-01,3235.659912109375
2020-03-01,2974.280029296875
2020-04-01,2498.080078125
2020-05-01,2869.090087890625
2020-06-01,3038.780029296875
2020-07-01,3105.919921875
2020-08-01,3288.260009765625
2020-09-01,3507.43994140625
2020-10-01,3385.8701171875
2020-11-01,3296.199951171875
2020-12-01,3645.8701171875
2021-01-01,3764.610107421875
2021-02-01,3731.169921875
2021-03-01,3842.510009765625
2021-04-01,3992.780029296875
2021-05-01,4191.97998046875
2021-06-01,4216.52001953125
2021-07-01,4300.72998046875
2021-08-01,4406.85986328125
2021-09-01,4528.7998046875
2021-10-01,4317.16015625
2021-11-01,4610.6201171875
2021-12-01,4602.81982421875
2022-01-01,4778.14013671875
2022-02-01,4519.56982421875
2022-03-01,4363.14013671875
2022-04-01,4540.31982421875
2022-05-01,4130.60986328125
2022-06-01,4149.77978515625
2022-07-01,3781.0
2022-08-01,4112.3798828125
2022-09-01,3936.72998046875
2022-10-01,3609.780029296875
2022-11-01,3901.7900390625
2022-12-01,4087.139892578125
2023-01-01,3853.2900390625
2023-02-01,4070.070068359375
2023-03-01,3963.340087890625
2023-04-01,4102.2001953125
2023-05-01,4166.7900390625
2023-06-01,4183.02978515625
2023-07-01,4450.47998046875
2023-08-01,4578.830078125
2023-09-01,4530.60009765625
2023-10-01,4284.52001953125
2023-11-01,4201.27001953125
2023-12-01,4559.43017578125
2024-01-01,4745.2001953125
2024-02-01,4861.10986328125
2024-03-01,5098.509765625
2024-04-01,5257.97021484375
2024-05-01,5029.02978515625
2024-06-01,5297.14990234375
2024-07-01,5471.080078125
2024-08-01,5537.83984375
2024-09-01,5623.89013671875
2024-10-01,5757.72998046875
2024-11-01,5723.22021484375
2024-12-01,6040.10986328125
