Date,SP500_TR,CAC40_TR,WGBI_TR
2011-03-01,2239.1201171875,8046.93994140625,43192.94904684848
2011-04-01,2239.449951171875,8022.43017578125,42632.16837036745
2011-05-01,2305.760009765625,8159.27978515625,43945.70193787741
2011-06-01,2279.659912109375,8046.58984375,43665.27213166515
2011-07-01,2241.659912109375,8174.75,45077.01187985949
2011-08-01,2196.60009765625,7326.0498046875,45945.43552906816
2011-09-01,2077.159912109375,6670.0400390625,48416.60417571141
2011-10-01,1930.4300537109373,6003.22998046875,46788.00765678652
2011-11-01,2137.8798828125,6293.4599609375,47767.58298141059
2011-12-01,2137.080078125,6437.56005859375,49981.33164936654
2012-01-01,2158.929931640625,6647.580078125,50246.61562142322
2012-02-01,2255.760009765625,6947.0498046875,48679.44113352015
2012-03-01,2353.22998046875,7221.8798828125,48401.02419386668
2012-04-01,2430.679931640625,7159.02001953125,49431.19745826262
2012-05-01,2415.409912109375,6696.1201171875,52653.44160713581
2012-06-01,2270.25,6250.47021484375,51279.53190985516
2012-07-01,2364.090087890625,6916.5,53335.90204049415
2012-08-01,2396.610107421875,7094.85986328125,52504.4006788491
2012-09-01,2450.5400390625,7379.22021484375,52069.65110312981
2012-10-01,2514.320068359375,7376.4599609375,51376.16923866283
2012-11-01,2467.510009765625,7463.27001953125,51092.84840352054
2012-12-01,2481.820068359375,7669.4501953125,49896.45577613766
2013-01-01,2504.449951171875,7846.43994140625,47838.368788727945
2013-02-01,2634.159912109375,8133.97998046875,49056.389864624856
2013-03-01,2669.919921875,7975.830078125,49774.539211429925
2013-04-01,2770.06005859375,8057.5400390625,48951.95761139835
2013-05-01,2823.429931640625,8353.6396484375,48143.60421517938
2013-06-01,2891.179931640625,8655.2998046875,47746.10253779058
2013-07-01,2856.8798828125,8349.509765625,47369.499151438606
2013-08-01,3002.580078125,8966.009765625,47520.10893160201
2013-09-01,2914.419921875,8884.5703125,47184.09835418558
2013-10-01,3001.919921875,9322.169921875,47422.14942574101
2013-11-01,3141.949951171875,9492.2998046875,46828.13671705411
2013-12-01,3235.179931640625,9541.5703125,45829.8437068319
2014-01-01,3311.580078125,9589.7099609375,47502.90089592296
2014-02-01,3201.1201171875,9171.669921875,47013.754588151714
2014-03-01,3344.360107421875,9580.5302734375,47048.12132454513
2014-04-01,3378.659912109375,9898.6201171875,47287.49457315388
2014-05-01,3401.47998046875,10071.400390625,48199.63886805857
2014-06-01,3481.14990234375,10321.400390625,48422.72171133126
2014-07-01,3556.56005859375,10223.7998046875,49086.16844930339
2014-08-01,3501.610107421875,9633.5,50074.288589809374
2014-09-01,3644.77001953125,10039.099609375,50499.06263567115
2014-10-01,3591.02001953125,10020.7998046875,50768.97422741445
2014-11-01,3680.31005859375,9636.1298828125,50722.382286774286
2014-12-01,3775.8701171875,10062.400390625,51969.54059280895
2015-01-01,3776.489990234375,9849.4404296875,55548.89094999408
2015-02-01,3659.449951171875,10669.7998046875,55251.026167265256
